지역,소재지,시공사,시행사,공공 및 민간 유형,임대 및 분양 유형,규모별(전용 제곱미터),총분양가구수,전월,당해월,분양 승인일,계약 마감일,준공(예정)일,준공여부,지구명,택지종류,데이터기준일
포항시,경상북도 포항시 남구 대잠동 산81-4번지 일원(힐스테이트 더샵 상생공원 2단지),"현대엔지니어링(주), (주)포스코이앤씨(02-2134-7737)",우리자산신탁(주)(02-6202-3069),민간,분양,84.513,973, 비공개요청 , 비공개요청 ,2024-01-26,2024-02-29,2027-09-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 남구 대잠동 산81-4번지 일원(힐스테이트 더샵 상생공원 2단지),"현대엔지니어링(주), (주)포스코이앤씨(02-2134-7737)",우리자산신탁(주)(02-6202-3069),민간,분양,84.8908,126, 비공개요청 , 비공개요청 ,2024-01-26,2024-02-29,2027-09-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 남구 대잠동 산81-4번지 일원(힐스테이트 더샵 상생공원 2단지),"현대엔지니어링(주), (주)포스코이앤씨(02-2134-7737)",우리자산신탁(주)(02-6202-3069),민간,분양,84.1259,183, 비공개요청 , 비공개요청 ,2024-01-26,2024-02-29,2027-09-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 남구 대잠동 산81-4번지 일원(힐스테이트 더샵 상생공원 2단지),"현대엔지니어링(주), (주)포스코이앤씨(02-2134-7737)",우리자산신탁(주)(02-6202-3069),민간,분양,127.8495,374, 비공개요청 , 비공개요청 ,2024-01-26,2024-02-29,2027-09-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 남구 대잠동 산81-4번지 일원(힐스테이트 더샵 상생공원 2단지),"현대엔지니어링(주), (주)포스코이앤씨(02-2134-7737)",우리자산신탁(주)(02-6202-3069),민간,분양,139.4748,6, 비공개요청 , 비공개요청 ,2024-01-26,2024-02-29,2027-09-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 남구 대잠동 산81-4번지 일원(힐스테이트 더샵 상생공원 2단지),"현대엔지니어링(주), (주)포스코이앤씨(02-2134-7737)",우리자산신탁(주)(02-6202-3069),민간,분양,178.8663,6, 비공개요청 , 비공개요청 ,2024-01-26,2024-02-29,2027-09-30,미준공,,민간,2026-02-28
포항시,경상북도 포항시 남구 대잠동 산81-4번지 일원(힐스테이트 더샵 상생공원 2단지),"현대엔지니어링(주), (주)포스코이앤씨(02-2134-7737)",우리자산신탁(주)(02-6202-3069),민간,분양,,1668, 비공개요청 , 비공개요청 ,2024-01-26,2024-02-29,2027-09-30,미준공,,민간,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A1BL,대방산업개발(주)(1688-9700),디아이산업(주) 외 2(1688-9700),민간,분양,84.9132,352,비공개요청,비공개요청,2021-11-11,2021-12-17,2024-11-12,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A1BL,대방산업개발(주)(1688-9700),디아이산업(주) 외 2(1688-9700),민간,분양,84.7856,218,비공개요청,비공개요청,2021-11-11,2021-12-17,2024-11-12,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A1BL,대방산업개발(주)(1688-9700),디아이산업(주) 외 2(1688-9700),민간,분양,116.4552,146,비공개요청,비공개요청,2021-11-11,2021-12-17,2024-11-12,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A1BL,대방산업개발(주)(1688-9700),디아이산업(주) 외 2(1688-9700),민간,분양,117.4509,158,비공개요청,비공개요청,2021-11-11,2021-12-17,2024-11-12,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A1BL,대방산업개발(주)(1688-9700),디아이산업(주) 외 2(1688-9700),민간,분양,  ,874,비공개요청,비공개요청,2021-11-11,2021-12-17,2024-11-12,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A3BL,대방산업개발(주)(1688-9700),대방산업개발(주)(1688-9700),민간,분양,84.9137,58,비공개요청,비공개요청,2021-11-11,2021-12-17,2024-11-12,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A3BL,대방산업개발(주)(1688-9700),대방산업개발(주)(1688-9700),민간,분양,84.9132,226,비공개요청,비공개요청,2021-11-11,2021-12-17,2024-11-12,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A3BL,대방산업개발(주)(1688-9700),대방산업개발(주)(1688-9700),민간,분양,84.7856,58,비공개요청,비공개요청,2021-11-11,2021-12-17,2024-11-12,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A3BL,대방산업개발(주)(1688-9700),대방산업개발(주)(1688-9700),민간,분양,116.4552,56,비공개요청,비공개요청,2021-11-11,2021-12-17,2024-11-12,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A3BL,대방산업개발(주)(1688-9700),대방산업개발(주)(1688-9700),민간,분양,117.4509,56,비공개요청,비공개요청,2021-11-11,2021-12-17,2024-11-12,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A3BL,대방산업개발(주)(1688-9700),대방산업개발(주)(1688-9700),민간,분양,  ,454,비공개요청,비공개요청,2021-11-11,2021-12-17,2024-11-12,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A2BL,한신공영(주)(1811-0833),한신공영(주)(1811-0833),민간,분양,84.949,433,비공개요청,비공개요청,2021-11-18,2021-01-04,2024-11-14,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A2BL,한신공영(주)(1811-0833),한신공영(주)(1811-0833),민간,분양,84.8561,313,비공개요청,비공개요청,2021-11-18,2021-01-04,2024-11-14,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A2BL,한신공영(주)(1811-0833),한신공영(주)(1811-0833),민간,분양,84.8,298,비공개요청,비공개요청,2021-11-18,2021-01-04,2024-11-14,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A2BL,한신공영(주)(1811-0833),한신공영(주)(1811-0833),민간,분양,84.873,76,비공개요청,비공개요청,2021-11-18,2021-01-04,2024-11-14,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A2BL,한신공영(주)(1811-0833),한신공영(주)(1811-0833),민간,분양,99.9493,155,비공개요청,비공개요청,2021-11-18,2021-01-04,2024-11-14,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A2BL,한신공영(주)(1811-0833),한신공영(주)(1811-0833),민간,분양,99.6994,112,비공개요청,비공개요청,2021-11-18,2021-01-04,2024-11-14,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A2BL,한신공영(주)(1811-0833),한신공영(주)(1811-0833),민간,분양,99.8965,210,비공개요청,비공개요청,2021-11-18,2021-01-04,2024-11-14,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A2BL,한신공영(주)(1811-0833),한신공영(주)(1811-0833),민간,분양,  ,1597,비공개요청,비공개요청,2021-11-18,2021-01-04,2024-11-14,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A4BL,한신공영(주)(1811-0833),한신공영(주)(1811-0833),민간,분양,84.949,276,비공개요청,비공개요청,2021-11-18,2021-01-04,2024-11-14,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A4BL,한신공영(주)(1811-0833),한신공영(주)(1811-0833),민간,분양,84.8561,205,비공개요청,비공개요청,2021-11-18,2021-01-04,2024-11-14,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A4BL,한신공영(주)(1811-0833),한신공영(주)(1811-0833),민간,분양,84.8,114,비공개요청,비공개요청,2021-11-18,2021-01-04,2024-11-14,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍 대련리 이인리 일원 A4BL,한신공영(주)(1811-0833),한신공영(주)(1811-0833),민간,분양,  ,595,비공개요청,비공개요청,2021-11-18,2021-01-04,2024-11-14,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍포항융합기술산업단지 펜타시티 A5,(주)동화건설(053-430-5555),(주)동화건설(053-430-5555),민간,분양,84.9929,210,비공개요청,비공개요청,2021-12-27,2022-02-09,2025-02-28,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍포항융합기술산업단지 펜타시티 A5,(주)동화건설(053-430-5555),(주)동화건설(053-430-5555),민간,분양,84.9929,74,비공개요청,비공개요청,2021-12-27,2022-02-09,2025-02-28,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍포항융합기술산업단지 펜타시티 A5,(주)동화건설(053-430-5555),(주)동화건설(053-430-5555),민간,분양,84.961,75,비공개요청,비공개요청,2021-12-27,2022-02-09,2025-02-28,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍포항융합기술산업단지 펜타시티 A5,(주)동화건설(053-430-5555),(주)동화건설(053-430-5555),민간,분양,117.0757,158,비공개요청,비공개요청,2021-12-27,2022-02-09,2025-02-28,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍포항융합기술산업단지 펜타시티 A5,(주)동화건설(053-430-5555),(주)동화건설(053-430-5555),민간,분양,148.758,1,비공개요청,비공개요청,2021-12-27,2022-02-09,2025-02-28,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍포항융합기술산업단지 펜타시티 A5,(주)동화건설(053-430-5555),(주)동화건설(053-430-5555),민간,분양,165.321,2,비공개요청,비공개요청,2021-12-27,2022-02-09,2025-02-28,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍포항융합기술산업단지 펜타시티 A5,(주)동화건설(053-430-5555),(주)동화건설(053-430-5555),민간,분양,199.6477,2,비공개요청,비공개요청,2021-12-27,2022-02-09,2025-02-28,준공,포항융합기술산업지구,공공,2026-02-28
대구경북경제자유구역청(053-550-1811),경상북도 포항시 북구 흥해읍포항융합기술산업단지 펜타시티 A5,(주)동화건설(053-430-5555),(주)동화건설(053-430-5555),민간,분양,,522,비공개요청,비공개요청,2021-12-27,2022-02-09,2025-02-28,준공,포항융합기술산업지구,공공,2026-02-28
